adm_0_name,adm_1_name,adm_2_name,full_name,ISO_A0,FAO_GAUL_code,RNE_iso_code,IBGE_code,calendar_start_date,calendar_end_date,Year,dengue_total,case_definition_standardised,S_res,T_res,UUID,region
INDONESIA,BALI,NA,"INDONESIA, BALI",IDN,1013678,ID-BA,NA,2004-01-01,2004-01-31,2004,69,Total,Admin1,Month,TYCHO-ALL-19242017-SV_DF01-00,SEARO
INDONESIA,BANGKA BELITUNG,NA,"INDONESIA, BANGKA BELITUNG",IDN,1013675,ID-BB,NA,2004-01-01,2004-01-31,2004,2,Total,Admin1,Month,TYCHO-ALL-19242017-SV_DF01-00,SEARO
INDONESIA,BANTEN,NA,"INDONESIA, BANTEN",IDN,1013688,ID-BT,NA,2004-01-01,2004-01-31,2004,328,Total,Admin1,Month,TYCHO-ALL-19242017-SV_DF01-00,SEARO
INDONESIA,BENGKULU,NA,"INDONESIA, BENGKULU",IDN,1013684,ID-BE,NA,2004-01-01,2004-01-31,2004,0,Total,Admin1,Month,TYCHO-ALL-19242017-SV_DF01-00,SEARO
INDONESIA,DAERAH ISTIMEWA YOGYAKARTA,NA,"INDONESIA, DAERAH ISTIMEWA YOGYAKARTA",IDN,1013669,ID-YO,NA,2004-01-01,2004-01-31,2004,472,Total,Admin1,Month,TYCHO-ALL-19242017-SV_DF01-00,SEARO
INDONESIA,DKI JAKARTA,NA,"INDONESIA, DKI JAKARTA",IDN,1013676,ID-JK,NA,2004-01-01,2004-01-31,2004,1625,Total,Admin1,Month,TYCHO-ALL-19242017-SV_DF01-00,SEARO
INDONESIA,GORONTALO,NA,"INDONESIA, GORONTALO",IDN,1013674,ID-GO,NA,2004-01-01,2004-01-31,2004,0,Total,Admin1,Month,TYCHO-ALL-19242017-SV_DF01-00,SEARO
INDONESIA,JAWA BARAT,NA,"INDONESIA, JAWA BARAT",IDN,1013680,ID-JB,NA,2004-01-01,2004-01-31,2004,1899,Total,Admin1,Month,TYCHO-ALL-19242017-SV_DF01-00,SEARO
INDONESIA,JAWA TENGAH,NA,"INDONESIA, JAWA TENGAH",IDN,1013686,ID-JT,NA,2004-01-01,2004-01-31,2004,1804,Total,Admin1,Month,TYCHO-ALL-19242017-SV_DF01-00,SEARO
INDONESIA,JAWA TIMUR,NA,"INDONESIA, JAWA TIMUR",IDN,1013663,ID-JI,NA,2004-01-01,2004-01-31,2004,1573,Total,Admin1,Month,TYCHO-ALL-19242017-SV_DF01-00,SEARO
INDONESIA,KALIMANTAN BARAT,NA,"INDONESIA, KALIMANTAN BARAT",IDN,1013695,ID-KB,NA,2004-01-01,2004-01-31,2004,6,Total,Admin1,Month,TYCHO-ALL-19242017-SV_DF01-00,SEARO
INDONESIA,KALIMANTAN SELATAN,NA,"INDONESIA, KALIMANTAN SELATAN",IDN,1013685,ID-KS,NA,2004-01-01,2004-01-31,2004,76,Total,Admin1,Month,TYCHO-ALL-19242017-SV_DF01-00,SEARO
INDONESIA,KALIMANTAN TENGAH,NA,"INDONESIA, KALIMANTAN TENGAH",IDN,1013667,ID-KT,NA,2004-01-01,2004-01-31,2004,61,Total,Admin1,Month,TYCHO-ALL-19242017-SV_DF01-00,SEARO
INDONESIA,KALIMANTAN TENGAH,NA,"INDONESIA, KALIMANTAN TENGAH",IDN,1013667,ID-KT,NA,2004-01-01,2004-12-31,2004,453,Total,Admin1,Year,MOH-IDN-2008-Y01-03,SEARO
INDONESIA,RIAU,NA,"INDONESIA, RIAU",IDN,1013670,ID-RI,NA,2004-01-01,2004-12-31,2004,1050,Total,Admin1,Year,MOH-IDN-2008-Y01-03,SEARO
INDONESIA,KEPULAUAN BANGKA BELITUNG,NA,"INDONESIA, KEPULAUAN BANGKA BELITUNG",IDN,1013675,ID-BB,NA,2004-01-01,2004-12-31,2004,53,Total,Admin1,Year,MOH-IDN-2008-Y01-03,SEARO
INDONESIA,KALIMANTAN TIMUR,NA,"INDONESIA, KALIMANTAN TIMUR",IDN,1013687,ID-KI,NA,2004-01-01,2004-12-31,2004,2276,Total,Admin1,Year,MOH-IDN-2008-Y01-03,SEARO
INDONESIA,SUMATERA SELATAN,NA,"INDONESIA, SUMATERA SELATAN",IDN,1013693,ID-SS,NA,2004-01-01,2004-12-31,2004,1270,Total,Admin1,Year,MOH-IDN-2008-Y01-03,SEARO
INDONESIA,JAMBI,NA,"INDONESIA, JAMBI",IDN,1013672,ID-JA,NA,2004-01-01,2004-12-31,2004,275,Total,Admin1,Year,MOH-IDN-2008-Y01-03,SEARO
INDONESIA,NA,NA,INDONESIA,IDN,1013696,IDN,NA,2004-01-01,2004-12-31,2004,79462,Total,Admin0,Year,WHOSEARO-ALL-19852009-Y01-00,SEARO
INDONESIA,BALI,NA,"INDONESIA, BALI",IDN,1013678,ID-BA,NA,2004-02-01,2004-02-29,2004,439,Total,Admin1,Month,TYCHO-ALL-19242017-SV_DF01-00,SEARO
INDONESIA,BANGKA BELITUNG,NA,"INDONESIA, BANGKA BELITUNG",IDN,1013675,ID-BB,NA,2004-02-01,2004-02-29,2004,10,Total,Admin1,Month,TYCHO-ALL-19242017-SV_DF01-00,SEARO
INDONESIA,BANTEN,NA,"INDONESIA, BANTEN",IDN,1013688,ID-BT,NA,2004-02-01,2004-02-29,2004,789,Total,Admin1,Month,TYCHO-ALL-19242017-SV_DF01-00,SEARO
INDONESIA,BENGKULU,NA,"INDONESIA, BENGKULU",IDN,1013684,ID-BE,NA,2004-02-01,2004-02-29,2004,3,Total,Admin1,Month,TYCHO-ALL-19242017-SV_DF01-00,SEARO
INDONESIA,DAERAH ISTIMEWA YOGYAKARTA,NA,"INDONESIA, DAERAH ISTIMEWA YOGYAKARTA",IDN,1013669,ID-YO,NA,2004-02-01,2004-02-29,2004,585,Total,Admin1,Month,TYCHO-ALL-19242017-SV_DF01-00,SEARO
INDONESIA,DKI JAKARTA,NA,"INDONESIA, DKI JAKARTA",IDN,1013676,ID-JK,NA,2004-02-01,2004-02-29,2004,7072,Total,Admin1,Month,TYCHO-ALL-19242017-SV_DF01-00,SEARO
INDONESIA,GORONTALO,NA,"INDONESIA, GORONTALO",IDN,1013674,ID-GO,NA,2004-02-01,2004-02-29,2004,3,Total,Admin1,Month,TYCHO-ALL-19242017-SV_DF01-00,SEARO
INDONESIA,JAWA BARAT,NA,"INDONESIA, JAWA BARAT",IDN,1013680,ID-JB,NA,2004-02-01,2004-02-29,2004,4467,Total,Admin1,Month,TYCHO-ALL-19242017-SV_DF01-00,SEARO
INDONESIA,JAWA TENGAH,NA,"INDONESIA, JAWA TENGAH",IDN,1013686,ID-JT,NA,2004-02-01,2004-02-29,2004,2056,Total,Admin1,Month,TYCHO-ALL-19242017-SV_DF01-00,SEARO
INDONESIA,JAWA TIMUR,NA,"INDONESIA, JAWA TIMUR",IDN,1013663,ID-JI,NA,2004-02-01,2004-02-29,2004,1786,Total,Admin1,Month,TYCHO-ALL-19242017-SV_DF01-00,SEARO
INDONESIA,KALIMANTAN BARAT,NA,"INDONESIA, KALIMANTAN BARAT",IDN,1013695,ID-KB,NA,2004-02-01,2004-02-29,2004,17,Total,Admin1,Month,TYCHO-ALL-19242017-SV_DF01-00,SEARO
INDONESIA,KALIMANTAN SELATAN,NA,"INDONESIA, KALIMANTAN SELATAN",IDN,1013685,ID-KS,NA,2004-02-01,2004-02-29,2004,112,Total,Admin1,Month,TYCHO-ALL-19242017-SV_DF01-00,SEARO
INDONESIA,KALIMANTAN TENGAH,NA,"INDONESIA, KALIMANTAN TENGAH",IDN,1013667,ID-KT,NA,2004-02-01,2004-02-29,2004,98,Total,Admin1,Month,TYCHO-ALL-19242017-SV_DF01-00,SEARO
INDONESIA,KALIMANTAN TIMUR,NA,"INDONESIA, KALIMANTAN TIMUR",IDN,1013687,ID-KI,NA,2004-02-01,2004-02-29,2004,387,Total,Admin1,Month,TYCHO-ALL-19242017-SV_DF01-00,SEARO
INDONESIA,LAMPUNG,NA,"INDONESIA, LAMPUNG",IDN,1013673,ID-LA,NA,2004-02-01,2004-02-29,2004,202,Total,Admin1,Month,TYCHO-ALL-19242017-SV_DF01-00,SEARO
INDONESIA,MALUKU,NA,"INDONESIA, MALUKU",IDN,1013679,ID-MA,NA,2004-02-01,2004-02-29,2004,0,Total,Admin1,Month,TYCHO-ALL-19242017-SV_DF01-00,SEARO
INDONESIA,MALUKU UTARA,NA,"INDONESIA, MALUKU UTARA",IDN,1013677,ID-MU,NA,2004-02-01,2004-02-29,2004,6,Total,Admin1,Month,TYCHO-ALL-19242017-SV_DF01-00,SEARO
INDONESIA,NANGROE ACEH DARUSSALAM,NA,"INDONESIA, NANGROE ACEH DARUSSALAM",IDN,1013671,ID-AC,NA,2004-02-01,2004-02-29,2004,28,Total,Admin1,Month,TYCHO-ALL-19242017-SV_DF01-00,SEARO
INDONESIA,NUSATENGGARA BARAT,NA,"INDONESIA, NUSATENGGARA BARAT",IDN,1013691,ID-NB,NA,2004-02-01,2004-02-29,2004,257,Total,Admin1,Month,TYCHO-ALL-19242017-SV_DF01-00,SEARO
INDONESIA,NUSATENGGARA TIMUR,NA,"INDONESIA, NUSATENGGARA TIMUR",IDN,1013683,ID-NT,NA,2004-02-01,2004-02-29,2004,252,Total,Admin1,Month,TYCHO-ALL-19242017-SV_DF01-00,SEARO
INDONESIA,PAPUA,NA,"INDONESIA, PAPUA",IDN,1013694,ID-PA,NA,2004-02-01,2004-02-29,2004,68,Total,Admin1,Month,TYCHO-ALL-19242017-SV_DF01-00,SEARO
INDONESIA,RIAU,NA,"INDONESIA, RIAU",IDN,1013670,ID-RI,NA,2004-02-01,2004-02-29,2004,114,Total,Admin1,Month,TYCHO-ALL-19242017-SV_DF01-00,SEARO
INDONESIA,SULAWESI SELATAN,NA,"INDONESIA, SULAWESI SELATAN",IDN,1013689,ID-SN,NA,2004-02-01,2004-02-29,2004,502,Total,Admin1,Month,TYCHO-ALL-19242017-SV_DF01-00,SEARO
INDONESIA,SULAWESI TENGAH,NA,"INDONESIA, SULAWESI TENGAH",IDN,1013690,ID-ST,NA,2004-02-01,2004-02-29,2004,48,Total,Admin1,Month,TYCHO-ALL-19242017-SV_DF01-00,SEARO
INDONESIA,SULAWESI TENGGARA,NA,"INDONESIA, SULAWESI TENGGARA",IDN,1013668,ID-SG,NA,2004-02-01,2004-02-29,2004,4,Total,Admin1,Month,TYCHO-ALL-19242017-SV_DF01-00,SEARO
INDONESIA,SULAWESI UTARA,NA,"INDONESIA, SULAWESI UTARA",IDN,1013666,ID-SA,NA,2004-02-01,2004-02-29,2004,34,Total,Admin1,Month,TYCHO-ALL-19242017-SV_DF01-00,SEARO
INDONESIA,SUMATERA BARAT,NA,"INDONESIA, SUMATERA BARAT",IDN,1013682,ID-SB,NA,2004-02-01,2004-02-29,2004,91,Total,Admin1,Month,TYCHO-ALL-19242017-SV_DF01-00,SEARO
INDONESIA,SUMATERA SELATAN,NA,"INDONESIA, SUMATERA SELATAN",IDN,1013693,ID-SS,NA,2004-02-01,2004-02-29,2004,155,Total,Admin1,Month,TYCHO-ALL-19242017-SV_DF01-00,SEARO
INDONESIA,SUMATERA UTARA,NA,"INDONESIA, SUMATERA UTARA",IDN,1013681,ID-SU,NA,2004-02-01,2004-02-29,2004,35,Total,Admin1,Month,TYCHO-ALL-19242017-SV_DF01-00,SEARO
INDONESIA,BALI,NA,"INDONESIA, BALI",IDN,1013678,ID-BA,NA,2004-03-01,2004-03-31,2004,890,Total,Admin1,Month,TYCHO-ALL-19242017-SV_DF01-00,SEARO
INDONESIA,BANGKA BELITUNG,NA,"INDONESIA, BANGKA BELITUNG",IDN,1013675,ID-BB,NA,2004-03-01,2004-03-31,2004,33,Total,Admin1,Month,TYCHO-ALL-19242017-SV_DF01-00,SEARO
INDONESIA,BANTEN,NA,"INDONESIA, BANTEN",IDN,1013688,ID-BT,NA,2004-03-01,2004-03-31,2004,925,Total,Admin1,Month,TYCHO-ALL-19242017-SV_DF01-00,SEARO
INDONESIA,BENGKULU,NA,"INDONESIA, BENGKULU",IDN,1013684,ID-BE,NA,2004-03-01,2004-03-31,2004,159,Total,Admin1,Month,TYCHO-ALL-19242017-SV_DF01-00,SEARO
INDONESIA,DAERAH ISTIMEWA YOGYAKARTA,NA,"INDONESIA, DAERAH ISTIMEWA YOGYAKARTA",IDN,1013669,ID-YO,NA,2004-03-01,2004-03-31,2004,604,Total,Admin1,Month,TYCHO-ALL-19242017-SV_DF01-00,SEARO
INDONESIA,DKI JAKARTA,NA,"INDONESIA, DKI JAKARTA",IDN,1013676,ID-JK,NA,2004-03-01,2004-03-31,2004,7052,Total,Admin1,Month,TYCHO-ALL-19242017-SV_DF01-00,SEARO
INDONESIA,GORONTALO,NA,"INDONESIA, GORONTALO",IDN,1013674,ID-GO,NA,2004-03-01,2004-03-31,2004,2,Total,Admin1,Month,TYCHO-ALL-19242017-SV_DF01-00,SEARO
INDONESIA,JAWA BARAT,NA,"INDONESIA, JAWA BARAT",IDN,1013680,ID-JB,NA,2004-03-01,2004-03-31,2004,8389,Total,Admin1,Month,TYCHO-ALL-19242017-SV_DF01-00,SEARO
INDONESIA,JAWA TENGAH,NA,"INDONESIA, JAWA TENGAH",IDN,1013686,ID-JT,NA,2004-03-01,2004-03-31,2004,3200,Total,Admin1,Month,TYCHO-ALL-19242017-SV_DF01-00,SEARO
INDONESIA,JAWA TIMUR,NA,"INDONESIA, JAWA TIMUR",IDN,1013663,ID-JI,NA,2004-03-01,2004-03-31,2004,3139,Total,Admin1,Month,TYCHO-ALL-19242017-SV_DF01-00,SEARO
INDONESIA,KALIMANTAN BARAT,NA,"INDONESIA, KALIMANTAN BARAT",IDN,1013695,ID-KB,NA,2004-03-01,2004-03-31,2004,44,Total,Admin1,Month,TYCHO-ALL-19242017-SV_DF01-00,SEARO
INDONESIA,KALIMANTAN SELATAN,NA,"INDONESIA, KALIMANTAN SELATAN",IDN,1013685,ID-KS,NA,2004-03-01,2004-03-31,2004,157,Total,Admin1,Month,TYCHO-ALL-19242017-SV_DF01-00,SEARO
INDONESIA,KALIMANTAN TENGAH,NA,"INDONESIA, KALIMANTAN TENGAH",IDN,1013667,ID-KT,NA,2004-03-01,2004-03-31,2004,86,Total,Admin1,Month,TYCHO-ALL-19242017-SV_DF01-00,SEARO
INDONESIA,KALIMANTAN TIMUR,NA,"INDONESIA, KALIMANTAN TIMUR",IDN,1013687,ID-KI,NA,2004-03-01,2004-03-31,2004,821,Total,Admin1,Month,TYCHO-ALL-19242017-SV_DF01-00,SEARO
INDONESIA,LAMPUNG,NA,"INDONESIA, LAMPUNG",IDN,1013673,ID-LA,NA,2004-03-01,2004-03-31,2004,389,Total,Admin1,Month,TYCHO-ALL-19242017-SV_DF01-00,SEARO
INDONESIA,MALUKU,NA,"INDONESIA, MALUKU",IDN,1013679,ID-MA,NA,2004-03-01,2004-03-31,2004,0,Total,Admin1,Month,TYCHO-ALL-19242017-SV_DF01-00,SEARO
INDONESIA,MALUKU UTARA,NA,"INDONESIA, MALUKU UTARA",IDN,1013677,ID-MU,NA,2004-03-01,2004-03-31,2004,69,Total,Admin1,Month,TYCHO-ALL-19242017-SV_DF01-00,SEARO
INDONESIA,NANGROE ACEH DARUSSALAM,NA,"INDONESIA, NANGROE ACEH DARUSSALAM",IDN,1013671,ID-AC,NA,2004-03-01,2004-03-31,2004,104,Total,Admin1,Month,TYCHO-ALL-19242017-SV_DF01-00,SEARO
INDONESIA,NUSATENGGARA BARAT,NA,"INDONESIA, NUSATENGGARA BARAT",IDN,1013691,ID-NB,NA,2004-03-01,2004-03-31,2004,341,Total,Admin1,Month,TYCHO-ALL-19242017-SV_DF01-00,SEARO
INDONESIA,NUSATENGGARA TIMUR,NA,"INDONESIA, NUSATENGGARA TIMUR",IDN,1013683,ID-NT,NA,2004-03-01,2004-03-31,2004,1046,Total,Admin1,Month,TYCHO-ALL-19242017-SV_DF01-00,SEARO
INDONESIA,PAPUA,NA,"INDONESIA, PAPUA",IDN,1013694,ID-PA,NA,2004-03-01,2004-03-31,2004,92,Total,Admin1,Month,TYCHO-ALL-19242017-SV_DF01-00,SEARO
INDONESIA,RIAU,NA,"INDONESIA, RIAU",IDN,1013670,ID-RI,NA,2004-03-01,2004-03-31,2004,430,Total,Admin1,Month,TYCHO-ALL-19242017-SV_DF01-00,SEARO
INDONESIA,SULAWESI SELATAN,NA,"INDONESIA, SULAWESI SELATAN",IDN,1013689,ID-SN,NA,2004-03-01,2004-03-31,2004,1074,Total,Admin1,Month,TYCHO-ALL-19242017-SV_DF01-00,SEARO
INDONESIA,SULAWESI TENGAH,NA,"INDONESIA, SULAWESI TENGAH",IDN,1013690,ID-ST,NA,2004-03-01,2004-03-31,2004,106,Total,Admin1,Month,TYCHO-ALL-19242017-SV_DF01-00,SEARO
INDONESIA,SULAWESI TENGGARA,NA,"INDONESIA, SULAWESI TENGGARA",IDN,1013668,ID-SG,NA,2004-03-01,2004-03-31,2004,0,Total,Admin1,Month,TYCHO-ALL-19242017-SV_DF01-00,SEARO
INDONESIA,SULAWESI UTARA,NA,"INDONESIA, SULAWESI UTARA",IDN,1013666,ID-SA,NA,2004-03-01,2004-03-31,2004,49,Total,Admin1,Month,TYCHO-ALL-19242017-SV_DF01-00,SEARO
INDONESIA,SUMATERA BARAT,NA,"INDONESIA, SUMATERA BARAT",IDN,1013682,ID-SB,NA,2004-03-01,2004-03-31,2004,189,Total,Admin1,Month,TYCHO-ALL-19242017-SV_DF01-00,SEARO
INDONESIA,SUMATERA SELATAN,NA,"INDONESIA, SUMATERA SELATAN",IDN,1013693,ID-SS,NA,2004-03-01,2004-03-31,2004,421,Total,Admin1,Month,TYCHO-ALL-19242017-SV_DF01-00,SEARO
INDONESIA,SUMATERA UTARA,NA,"INDONESIA, SUMATERA UTARA",IDN,1013681,ID-SU,NA,2004-03-01,2004-03-31,2004,45,Total,Admin1,Month,TYCHO-ALL-19242017-SV_DF01-00,SEARO
INDONESIA,BALI,NA,"INDONESIA, BALI",IDN,1013678,ID-BA,NA,2004-04-01,2004-04-30,2004,429,Total,Admin1,Month,TYCHO-ALL-19242017-SV_DF01-00,SEARO
INDONESIA,BANGKA BELITUNG,NA,"INDONESIA, BANGKA BELITUNG",IDN,1013675,ID-BB,NA,2004-04-01,2004-04-30,2004,5,Total,Admin1,Month,TYCHO-ALL-19242017-SV_DF01-00,SEARO
INDONESIA,BANTEN,NA,"INDONESIA, BANTEN",IDN,1013688,ID-BT,NA,2004-04-01,2004-04-30,2004,155,Total,Admin1,Month,TYCHO-ALL-19242017-SV_DF01-00,SEARO
INDONESIA,BENGKULU,NA,"INDONESIA, BENGKULU",IDN,1013684,ID-BE,NA,2004-04-01,2004-04-30,2004,6,Total,Admin1,Month,TYCHO-ALL-19242017-SV_DF01-00,SEARO
INDONESIA,DAERAH ISTIMEWA YOGYAKARTA,NA,"INDONESIA, DAERAH ISTIMEWA YOGYAKARTA",IDN,1013669,ID-YO,NA,2004-04-01,2004-04-30,2004,85,Total,Admin1,Month,TYCHO-ALL-19242017-SV_DF01-00,SEARO
INDONESIA,DKI JAKARTA,NA,"INDONESIA, DKI JAKARTA",IDN,1013676,ID-JK,NA,2004-04-01,2004-04-30,2004,1478,Total,Admin1,Month,TYCHO-ALL-19242017-SV_DF01-00,SEARO
INDONESIA,GORONTALO,NA,"INDONESIA, GORONTALO",IDN,1013674,ID-GO,NA,2004-04-01,2004-04-30,2004,1,Total,Admin1,Month,TYCHO-ALL-19242017-SV_DF01-00,SEARO
INDONESIA,JAWA BARAT,NA,"INDONESIA, JAWA BARAT",IDN,1013680,ID-JB,NA,2004-04-01,2004-04-30,2004,1625,Total,Admin1,Month,TYCHO-ALL-19242017-SV_DF01-00,SEARO
INDONESIA,JAWA TENGAH,NA,"INDONESIA, JAWA TENGAH",IDN,1013686,ID-JT,NA,2004-04-01,2004-04-30,2004,748,Total,Admin1,Month,TYCHO-ALL-19242017-SV_DF01-00,SEARO
INDONESIA,JAWA TIMUR,NA,"INDONESIA, JAWA TIMUR",IDN,1013663,ID-JI,NA,2004-04-01,2004-04-30,2004,516,Total,Admin1,Month,TYCHO-ALL-19242017-SV_DF01-00,SEARO
INDONESIA,KALIMANTAN BARAT,NA,"INDONESIA, KALIMANTAN BARAT",IDN,1013695,ID-KB,NA,2004-04-01,2004-04-30,2004,6,Total,Admin1,Month,TYCHO-ALL-19242017-SV_DF01-00,SEARO
INDONESIA,KALIMANTAN SELATAN,NA,"INDONESIA, KALIMANTAN SELATAN",IDN,1013685,ID-KS,NA,2004-04-01,2004-04-30,2004,13,Total,Admin1,Month,TYCHO-ALL-19242017-SV_DF01-00,SEARO
INDONESIA,KALIMANTAN TENGAH,NA,"INDONESIA, KALIMANTAN TENGAH",IDN,1013667,ID-KT,NA,2004-04-01,2004-04-30,2004,42,Total,Admin1,Month,TYCHO-ALL-19242017-SV_DF01-00,SEARO
INDONESIA,KALIMANTAN TIMUR,NA,"INDONESIA, KALIMANTAN TIMUR",IDN,1013687,ID-KI,NA,2004-04-01,2004-04-30,2004,295,Total,Admin1,Month,TYCHO-ALL-19242017-SV_DF01-00,SEARO
INDONESIA,LAMPUNG,NA,"INDONESIA, LAMPUNG",IDN,1013673,ID-LA,NA,2004-04-01,2004-04-30,2004,49,Total,Admin1,Month,TYCHO-ALL-19242017-SV_DF01-00,SEARO
INDONESIA,MALUKU,NA,"INDONESIA, MALUKU",IDN,1013679,ID-MA,NA,2004-04-01,2004-04-30,2004,0,Total,Admin1,Month,TYCHO-ALL-19242017-SV_DF01-00,SEARO
INDONESIA,MALUKU UTARA,NA,"INDONESIA, MALUKU UTARA",IDN,1013677,ID-MU,NA,2004-04-01,2004-04-30,2004,6,Total,Admin1,Month,TYCHO-ALL-19242017-SV_DF01-00,SEARO
INDONESIA,NANGROE ACEH DARUSSALAM,NA,"INDONESIA, NANGROE ACEH DARUSSALAM",IDN,1013671,ID-AC,NA,2004-04-01,2004-04-30,2004,15,Total,Admin1,Month,TYCHO-ALL-19242017-SV_DF01-00,SEARO
INDONESIA,NUSATENGGARA BARAT,NA,"INDONESIA, NUSATENGGARA BARAT",IDN,1013691,ID-NB,NA,2004-04-01,2004-04-30,2004,77,Total,Admin1,Month,TYCHO-ALL-19242017-SV_DF01-00,SEARO
INDONESIA,NUSATENGGARA TIMUR,NA,"INDONESIA, NUSATENGGARA TIMUR",IDN,1013683,ID-NT,NA,2004-04-01,2004-04-30,2004,134,Total,Admin1,Month,TYCHO-ALL-19242017-SV_DF01-00,SEARO
INDONESIA,PAPUA,NA,"INDONESIA, PAPUA",IDN,1013694,ID-PA,NA,2004-04-01,2004-04-30,2004,0,Total,Admin1,Month,TYCHO-ALL-19242017-SV_DF01-00,SEARO
INDONESIA,RIAU,NA,"INDONESIA, RIAU",IDN,1013670,ID-RI,NA,2004-04-01,2004-04-30,2004,67,Total,Admin1,Month,TYCHO-ALL-19242017-SV_DF01-00,SEARO
INDONESIA,SULAWESI SELATAN,NA,"INDONESIA, SULAWESI SELATAN",IDN,1013689,ID-SN,NA,2004-04-01,2004-04-30,2004,141,Total,Admin1,Month,TYCHO-ALL-19242017-SV_DF01-00,SEARO
INDONESIA,SULAWESI TENGAH,NA,"INDONESIA, SULAWESI TENGAH",IDN,1013690,ID-ST,NA,2004-04-01,2004-04-30,2004,29,Total,Admin1,Month,TYCHO-ALL-19242017-SV_DF01-00,SEARO
INDONESIA,SULAWESI TENGGARA,NA,"INDONESIA, SULAWESI TENGGARA",IDN,1013668,ID-SG,NA,2004-04-01,2004-04-30,2004,0,Total,Admin1,Month,TYCHO-ALL-19242017-SV_DF01-00,SEARO
INDONESIA,SULAWESI UTARA,NA,"INDONESIA, SULAWESI UTARA",IDN,1013666,ID-SA,NA,2004-04-01,2004-04-30,2004,11,Total,Admin1,Month,TYCHO-ALL-19242017-SV_DF01-00,SEARO
INDONESIA,SUMATERA BARAT,NA,"INDONESIA, SUMATERA BARAT",IDN,1013682,ID-SB,NA,2004-04-01,2004-04-30,2004,36,Total,Admin1,Month,TYCHO-ALL-19242017-SV_DF01-00,SEARO
INDONESIA,SUMATERA SELATAN,NA,"INDONESIA, SUMATERA SELATAN",IDN,1013693,ID-SS,NA,2004-04-01,2004-04-30,2004,72,Total,Admin1,Month,TYCHO-ALL-19242017-SV_DF01-00,SEARO
INDONESIA,SUMATERA UTARA,NA,"INDONESIA, SUMATERA UTARA",IDN,1013681,ID-SU,NA,2004-04-01,2004-04-30,2004,17,Total,Admin1,Month,TYCHO-ALL-19242017-SV_DF01-00,SEARO
INDONESIA,BALI,NA,"INDONESIA, BALI",IDN,1013678,ID-BA,NA,2004-05-01,2004-05-31,2004,17,Total,Admin1,Month,TYCHO-ALL-19242017-SV_DF01-00,SEARO
INDONESIA,BANGKA BELITUNG,NA,"INDONESIA, BANGKA BELITUNG",IDN,1013675,ID-BB,NA,2004-05-01,2004-05-31,2004,0,Total,Admin1,Month,TYCHO-ALL-19242017-SV_DF01-00,SEARO
INDONESIA,BANTEN,NA,"INDONESIA, BANTEN",IDN,1013688,ID-BT,NA,2004-05-01,2004-05-31,2004,84,Total,Admin1,Month,TYCHO-ALL-19242017-SV_DF01-00,SEARO
INDONESIA,DAERAH ISTIMEWA YOGYAKARTA,NA,"INDONESIA, DAERAH ISTIMEWA YOGYAKARTA",IDN,1013669,ID-YO,NA,2004-05-01,2004-05-31,2004,53,Total,Admin1,Month,TYCHO-ALL-19242017-SV_DF01-00,SEARO
INDONESIA,DKI JAKARTA,NA,"INDONESIA, DKI JAKARTA",IDN,1013676,ID-JK,NA,2004-05-01,2004-05-31,2004,702,Total,Admin1,Month,TYCHO-ALL-19242017-SV_DF01-00,SEARO
INDONESIA,JAWA BARAT,NA,"INDONESIA, JAWA BARAT",IDN,1013680,ID-JB,NA,2004-05-01,2004-05-31,2004,604,Total,Admin1,Month,TYCHO-ALL-19242017-SV_DF01-00,SEARO
INDONESIA,JAWA TENGAH,NA,"INDONESIA, JAWA TENGAH",IDN,1013686,ID-JT,NA,2004-05-01,2004-05-31,2004,365,Total,Admin1,Month,TYCHO-ALL-19242017-SV_DF01-00,SEARO
INDONESIA,JAWA TIMUR,NA,"INDONESIA, JAWA TIMUR",IDN,1013663,ID-JI,NA,2004-05-01,2004-05-31,2004,38,Total,Admin1,Month,TYCHO-ALL-19242017-SV_DF01-00,SEARO
INDONESIA,KALIMANTAN BARAT,NA,"INDONESIA, KALIMANTAN BARAT",IDN,1013695,ID-KB,NA,2004-05-01,2004-05-31,2004,1,Total,Admin1,Month,TYCHO-ALL-19242017-SV_DF01-00,SEARO
INDONESIA,KALIMANTAN SELATAN,NA,"INDONESIA, KALIMANTAN SELATAN",IDN,1013685,ID-KS,NA,2004-05-01,2004-05-31,2004,2,Total,Admin1,Month,TYCHO-ALL-19242017-SV_DF01-00,SEARO
INDONESIA,KALIMANTAN TENGAH,NA,"INDONESIA, KALIMANTAN TENGAH",IDN,1013667,ID-KT,NA,2004-05-01,2004-05-31,2004,27,Total,Admin1,Month,TYCHO-ALL-19242017-SV_DF01-00,SEARO
INDONESIA,KALIMANTAN TIMUR,NA,"INDONESIA, KALIMANTAN TIMUR",IDN,1013687,ID-KI,NA,2004-05-01,2004-05-31,2004,83,Total,Admin1,Month,TYCHO-ALL-19242017-SV_DF01-00,SEARO
INDONESIA,LAMPUNG,NA,"INDONESIA, LAMPUNG",IDN,1013673,ID-LA,NA,2004-05-01,2004-05-31,2004,11,Total,Admin1,Month,TYCHO-ALL-19242017-SV_DF01-00,SEARO
INDONESIA,NANGROE ACEH DARUSSALAM,NA,"INDONESIA, NANGROE ACEH DARUSSALAM",IDN,1013671,ID-AC,NA,2004-05-01,2004-05-31,2004,16,Total,Admin1,Month,TYCHO-ALL-19242017-SV_DF01-00,SEARO
